"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,1,1,1,1,1,0,0
"2",1,1,0,0,1,2,1,0
"3",1,1,1,1,0,1,1,1
"4",1,0,0,0,0,1,1,1
"5",1,1,1,1,0,1,1,0
"6",1,1,1,0,1,0,0,1
"7",1,1,0,1,0,0,1,1
"8",0,1,0,1,0,1,1,1
"9",1,0,1,1,1,1,0,0
"10",0,0,1,0,0,1,1,1
"11",2,2,0,0,0,1,1,0
"12",2,2,2,2,2,0,0,0
"13",2,2,2,2,2,2,0,1
"14",2,2,2,2,2,2,2,2
"15",2,2,2,2,2,2,2,2
"16",2,2,2,2,0,2,2,2
"17",2,2,2,2,2,2,2,2
"18",2,2,2,2,2,2,2,2
"19",2,2,2,2,2,2,2,2
"20",2,2,2,2,2,2,2,2
"21",2,2,2,2,2,2,2,2
"22",2,2,2,2,2,2,2,2
"23",2,2,2,2,2,2,2,2
"24",2,2,2,2,2,2,2,2
"25",2,2,2,2,2,2,2,2
"26",2,2,2,2,2,2,2,2
"27",2,2,2,2,2,2,2,2
"28",2,2,2,2,2,2,2,2
"29",2,2,2,2,2,2,2,2
"30",2,2,2,2,2,2,2,2
"31",2,2,2,2,2,2,2,2
"32",2,2,2,2,2,2,2,2
"33",2,2,2,2,2,2,2,2
"34",2,2,2,2,2,2,2,2
"35",2,2,2,2,2,2,2,2
