"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,1,1,1,1,1,1,1
"2",1,1,0,1,0,0,1,1
"3",1,1,1,1,0,1,1,0
"4",1,1,0,1,1,1,0,0
"5",1,1,1,1,1,1,1,0
"6",0,1,1,0,1,1,1,1
"7",1,1,1,1,1,1,1,1
"8",1,1,1,1,1,1,1,0
"9",1,1,1,1,0,1,1,1
"10",0,1,1,1,1,1,1,1
"11",1,0,1,1,1,0,1,1
"12",1,1,1,1,1,1,0,1
"13",1,1,0,1,0,0,1,1
"14",1,1,1,1,1,1,1,0
"15",1,1,1,1,1,1,1,1
"16",1,1,1,1,1,1,1,0
"17",0,0,0,0,1,1,0,1
"18",0,0,0,0,0,1,1,1
"19",0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,1,0
"21",0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0
"23",0,0,0,0,1,0,0,0
"24",0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0
"27",2,2,2,0,0,2,0,0
"28",2,2,2,0,2,2,2,2
"29",2,2,2,2,2,2,2,2
"30",2,2,2,2,2,2,2,2
"31",2,2,2,2,2,2,2,2
"32",2,2,2,2,2,2,2,2
"33",2,2,2,2,0,2,2,2
"34",2,2,2,2,2,2,2,2
"35",2,2,2,2,2,2,2,2
