"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,0,0,1,1,1,1,1
"2",1,1,1,1,1,1,0,1
"3",1,1,1,1,1,0,1,1
"4",1,0,1,1,1,1,1,1
"5",0,1,1,1,1,1,1,0
"6",1,0,0,1,0,1,1,0
"7",1,1,1,1,1,1,1,1
"8",1,0,1,1,1,1,1,1
"9",1,1,1,1,1,1,1,1
"10",0,1,1,1,1,1,0,0
"11",1,1,1,1,1,0,0,0
"12",0,1,1,1,1,1,1,1
"13",0,1,1,1,0,1,1,0
"14",2,1,1,1,1,1,1,1
"15",1,2,2,2,1,1,1,1
"16",0,2,2,2,1,1,1,0
"17",2,2,2,2,2,2,1,1
"18",2,2,2,2,1,1,1,1
"19",2,2,2,1,2,1,1,1
"20",1,2,0,2,2,2,0,2
"21",2,2,2,2,2,2,2,2
"22",2,2,2,2,2,2,2,2
"23",2,2,2,2,2,2,2,2
"24",2,2,2,2,2,2,2,2
"25",2,2,2,1,2,2,2,2
"26",2,2,2,2,2,2,0,2
"27",2,2,2,2,2,2,2,2
"28",2,2,2,2,2,2,2,2
"29",2,2,2,2,2,2,2,2
"30",2,2,2,2,0,2,2,2
"31",2,2,2,2,2,2,2,2
"32",2,2,2,2,2,2,2,2
"33",2,2,2,2,2,2,2,2
"34",2,2,2,2,2,2,2,2
"35",2,2,2,2,2,2,0,2
